;TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y;delta_reaTZon_y
1488;275.05;0.0;0.593443121;293.3805253;0.098514689
1489;275.1479167;0.0;0.518544164;293.4790399;0.066937285
1490;275.25;0.0;0.414906448;293.5459772;0.027493356
1491;275.40625;0.0;0.292766416;293.5734706;-0.018920515
1492;275.55;0.0;0.164350574;293.5545501;-0.073193214
1493;275.65;0.0;0.04393158;293.4813569;-0.134010735
1494;275.75;0.0;0.0;293.3473461;-0.172456504
1495;275.85;0.0;0.0;293.1748896;-0.175710674
1496;275.95;0.0;0.001155941;292.9991789;-0.185080459
1497;276.0833333;0.0;0.055187793;292.8140985;-0.087074092
1498;276.25;0.0;0.165212272;292.7270244;0.047847079
1499;276.4666667;0.0;0.99645866;292.7748715;0.208738237
1500;276.65;0.0;1.0;292.9836097;0.258481236
1501;276.75;0.0;1.0;293.2420909;0.271253245
1502;276.85;0.0;1.0;293.5133442;0.273577443
1503;276.9169118;0.0;1.0;293.7869216;0.274889553
1504;277.05;0.0;1.0;294.0618112;0.274667165
1505;277.3705882;0.0;1.0;294.3364783;0.269439191
1506;277.75;0.0;1.0;294.6059175;0.267962422
1507;278.1;0.0;1.0;294.87388;0.263940789
1508;278.45;0.0;1.0;295.1378207;0.249703964
1509;278.5265625;0.0;0.990456736;295.3875247;0.212863345
1510;278.45;0.0;0.906714124;295.6003881;0.170455634
1511;278.5046875;0.0;0.76095454;295.7708437;0.116035829
1512;278.55;0.0;0.566178651;295.8868795;0.048724034
1513;278.54375;0.0;0.339313004;295.9356036;-0.035842927
1514;278.55;0.0;0.101195737;295.8997606;-0.140405919
1515;278.6;0.0;0.0;295.7593547;-0.222601673
1516;278.65;0.0;0.0;295.536753;-0.270959404
1517;278.7;0.0;0.0;295.2657936;-0.28814824
1518;278.75;0.0;0.0;294.9776454;-0.258653769
1519;278.8;0.0;0.0;294.7189916;-0.226470109
1520;278.85;0.0;0.0;294.4925215;-0.206153633
1521;278.8125;0.0;0.0;294.2863679;-0.193129865
1522;278.75;0.0;0.0;294.093238;-0.111443131
1523;278.85;0.0;0.0;293.9817949;-0.145737221
1524;278.95;0.0;0.0;293.8360577;-0.142671348
1525;278.85625;0.0;0.0;293.6933863;-0.139985773
1526;278.75;0.0;0.0;293.5534005;-0.128560615
1527;278.81125;0.0;0.0;293.4248399;-0.119397191
1528;278.85;0.0;0.0;293.3054427;-0.120212937
1529;278.7088889;0.0;0.0;293.1852298;-0.120340499
1530;278.55;0.0;0.0;293.0648893;-0.018847158
1531;278.4704861;0.0;0.031550235;293.0460421;-0.011218723
1532;278.45;0.0;0.063679951;293.0348234;-0.018166861
1533;278.6447917;0.0;0.098793861;293.0166566;-0.005048059
1534;278.85;0.0;0.139705237;293.0116085;0.006328707
1535;278.7333333;0.0;0.18147509;293.0179372;0.01910022
1536;278.65;0.0;0.220777493;293.0370374;0.03574589
1537;278.75;0.0;0.253711254;293.0727833;0.048649806
1538;278.85;0.0;0.275088965;293.1214331;0.056570013
1539;278.95;0.0;0.281226538;293.1780031;0.056732742
1540;279.05;0.0;0.269997097;293.2347359;0.048252855
1541;279.1208333;0.0;0.241739696;293.2829887;0.031280829
1542;279.15;0.0;0.199430434;293.3142696;0.007931203
1543;279.1229167;0.0;0.148585524;293.3222008;-0.018808485
1544;279.05;0.0;0.096528734;293.3033923;-0.051396908
1545;278.86875;0.0;0.051451475;293.2519954;-0.076102508
1546;278.75;0.0;0.023422709;293.1758929;0.018008354
1547;278.8825;0.0;0.719459976;293.1939012;0.198631619
1548;279.05;0.0;1.0;293.3925328;0.297120351
1549;279.1633333;0.0;1.0;293.6896532;0.330738283
1550;279.25;0.0;1.0;294.0203915;0.330743973
1551;279.15;0.0;1.0;294.3511354;0.30795893
1552;279.05;0.0;1.0;294.6590944;0.299115206
1553;279.2041667;0.0;1.0;294.9582096;0.290588872
1554;279.35;0.0;1.0;295.2487985;0.272066027
1555;279.4;0.0;0.955831021;295.5208645;0.239311828
1556;279.45;0.0;0.830968376;295.7601763;0.181004262
1557;279.5;0.0;0.635949892;295.9411806;0.118021631
1558;279.55;2.0;0.389545508;296.0592022;0.06061394
1559;279.79;4.0;0.110883766;296.1198161;-0.075186295
1560;280.05;2.0;0.0;296.0446298;-0.219898506
1561;280.1225;0.0;0.0;295.8247313;-0.268270646
1562;280.15;0.0;0.0;295.5564607;-0.247047706
1563;280.15;0.0;0.0;295.309413;-0.212174967
1564;280.15;0.0;0.0;295.097238;-0.125243922
1565;280.15;0.0;0.026437342;294.9719941;-0.113113918
1566;280.15;0.0;0.086101308;294.8588802;-0.1373191
1567;280.1392857;0.0;0.0;294.7215611;-0.175815593
1568;280.05;0.0;0.0;294.5457455;-0.193993256
1569;279.3638393;0.0;0.0;294.3517522;-0.213460294
1570;278.45;0.0;0.0;294.1382919;-0.205598018
1571;277.8605114;0.0;0.0;293.9326939;-0.191898255
1572;277.45;0.0;0.0;293.7407957;-0.166872
1573;277.3055944;0.0;0.0;293.5739237;-0.143324934
1574;277.35;0.0;0.0;293.4305987;-0.12842081
1575;277.5724359;0.0;0.0;293.3021779;-0.12018855
1576;277.75;0.0;0.0;293.1819894;-0.121961769
1577;277.7633333;0.0;0.0;293.0600276;-0.068014515
1578;277.75;0.0;0.033089808;292.9920131;-0.048435495
1579;277.6967857;0.0;0.083886607;292.9435776;-0.033379274
1580;277.65;0.0;0.148235104;292.9101983;0.00028519
1581;277.9;0.0;0.221844572;292.9104835;0.040322099
1582;278.15;0.0;0.293685259;292.9508056;0.061308259
1583;278.0982143;0.0;0.351427472;293.0121139;0.077027963
1584;278.05;0.0;0.389727899;293.0891418;0.090386061
1585;278.05;0.0;0.404133951;293.1795279;0.090402386
1586;278.05;0.0;0.390756281;293.2699303;0.074880539
1587;278.05;0.0;0.350257078;293.3448108;0.054226019
1588;278.05;0.0;0.288069806;293.3990368;0.022577848
1589;277.95;0.0;0.210647454;293.4216147;-0.021555869
1590;277.75;0.0;0.128034156;293.4000588;-0.064734951
1591;277.5017857;0.0;0.054094305;293.3353239;-0.12237329
1592;277.25;0.0;0.001733893;293.2129506;-0.162725247
1593;277.0763393;0.0;0.0;293.0502253;-0.126197959
1594;277.05;0.0;0.038068664;292.9240274;-0.079907096
1595;277.190625;0.0;0.112170351;292.8441203;-0.038127277
1596;277.35;0.0;0.207929624;292.805993;0.008886282
1597;277.44375;0.0;0.31303809;292.8148793;0.059860493
1598;277.55;0.0;0.413129992;292.8747398;0.114825012
1599;277.8777778;0.0;0.492715037;292.9895648;0.16134664
1600;278.25;0.0;0.535104352;293.1509114;0.186417437
1601;278.3888889;0.0;0.526763594;293.3373289;0.172935922
1602;278.55;0.0;0.461244064;293.5102648;0.130348484
1603;278.9033333;0.0;0.344517834;293.6406133;0.082080224
1604;279.25;0.0;0.19081643;293.7226935;0.012730393
1605;279.5133333;0.0;0.014904373;293.7354239;-0.070849874
1606;279.75;0.0;0.0;293.664574;-0.114377731
1607;279.9604167;0.0;0.0;293.5501963;-0.120910056
1608;280.15;0.0;0.0;293.4292862;-0.118360428
1609;280.303125;0.0;0.0;293.3109258;-0.113138711
1610;280.45;0.0;0.0;293.1977871;-0.108473979
1611;280.678125;0.0;0.0;293.0893131;-0.057121161
1612;280.85;0.0;0.023629768;293.0321919;-0.036411933
1613;280.9;0.0;0.061828244;292.99578;-0.037152515
1614;280.95;0.0;0.109914838;292.9586275;-0.013458277
1615;281.0;0.0;0.169184215;292.9451692;0.017745747
1616;281.05;0.0;0.231306364;292.962915;0.047332857
1617;281.01875;0.0;0.286544588;293.0102478;0.070802172
1618;280.95;0.0;0.326103599;293.08105;0.089152022
1619;280.9354167;0.0;0.343248492;293.170202;0.097110725
1620;280.95;0.0;0.332730287;293.2673127;0.090192132
1621;281.05;0.0;0.292680929;293.3575049;0.067687651
1622;281.15;0.0;0.22591986;293.4251925;0.027914545
1623;281.15;0.0;0.139977721;293.4531071;-0.018825746
1624;281.15;0.0;0.047649873;293.4342813;-0.080647787
1625;281.2083333;0.0;0.0;293.3536335;-0.124561457
1626;281.25;0.0;0.0;293.2290721;-0.132125728
1627;281.25;0.0;0.0;293.0969464;-0.091112401
1628;281.25;0.0;0.022522381;293.0058339;-0.05741213
1629;281.25;0.0;0.070327816;292.9484218;-0.029329993
1630;281.25;0.0;0.133671877;292.9190918;0.004857215
1631;281.25;0.0;0.204410828;292.923949;0.040363843
1632;281.25;0.0;0.271983255;292.9643129;0.073524814
1633;281.30625;0.0;0.325671197;293.0378377;0.098108888
1634;281.35;0.0;0.355643646;293.1359466;0.104266911
1635;281.259375;0.0;0.354954226;293.2402135;0.095616084
1636;281.15;0.0;0.322676831;293.3358296;0.073927024
1637;281.090625;0.0;0.262147151;293.4097566;0.038302021
1638;281.05;0.0;0.180523818;293.4480586;-0.006887589
1639;281.03125;0.0;0.089191129;293.441171;-0.076374033
1640;281.05;0.0;0.002184196;293.364797;-0.19103217
1641;281.1;0.0;0.0;293.1737648;-0.150222091
1642;281.15;0.0;0.002422158;293.0235427;-0.098032749
1643;281.2;0.0;0.047870439;292.92551;-0.05251108
1644;281.25;0.0;0.120119078;292.8729989;-0.012502606
1645;281.3;0.0;0.205844957;292.8604963;0.034965253
1646;281.35;0.0;0.293321195;292.8954616;0.084394138
1647;281.3569444;0.0;0.367934463;292.9798557;0.122633938
1648;281.35;0.0;0.414758046;293.1024896;0.14988669
1649;281.5363248;0.0;0.422879458;293.2523763;0.158361606
1650;281.75;0.0;0.384672225;293.4107379;0.123956712
1651;281.5192308;0.0;0.298532764;293.5346946;0.064096611
1652;281.35;0.0;0.176926535;293.5987913;0.011772277
1653;281.6;0.0;0.039084327;293.6105635;-0.054864331
1654;281.85;0.0;0.0;293.5556992;-0.089008207
1655;282.05;0.0;0.0;293.466691;-0.086004568
1656;282.25;0.0;0.0;293.3806864;-0.076643858
1657;282.45;0.0;0.0;293.3040426;-0.065364022
1658;282.65;1.5;0.0;293.2386785;-0.051331382
1659;282.85;3.0;0.0;293.1873472;-0.029770236
1660;283.05;1.5;0.0;293.1575769;-0.035424677
1661;283.146875;0.0;0.0;293.1221523;-0.075521847
1662;283.15;0.0;0.010125557;293.0466304;-0.092489516
1663;283.15;0.0;0.044912527;292.9541409;-0.050067087
