TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y;delta_reaTZon_y
271.75;0.0;1.0;292.5090411;0.0779400629827143
270.8584416;0.0;1.0;292.6616968;0.07222513091297558
270.15;0.0;1.0;292.7943294;0.0676219734583793
269.6842857;0.0;1.0;292.9103783;0.06443801226816574
269.45;0.0;1.0;293.0120681;0.06259923499098038
269.3966667;0.0;1.0;293.1075654;0.06178469248585806
269.35;0.0;1.0;293.1896201;0.061080206636718745
269.2395833;0.0;0.984011242;293.258948;0.0570337745078724
269.15;0.0;0.947860462;293.3153404;0.049310056710712716
269.58875;0.0;0.895438733;293.310202;0.04169788248809088
270.15;0.0;0.847635035;293.3584114;0.03534877375807784
270.355;0.0;1.0;293.4123378;0.06536159893343158
270.45;0.0;1.0;293.4822535;0.06549888406539506
270.45;0.0;1.0;293.5495946;0.06513032955918675
270.45;0.0;1.0;293.6137152;0.06477940069002953
270.45;0.0;1.0;293.6835449;0.06439722619923276
270.45;0.0;1.0;293.7611549;0.06397247051174264
270.4875;0.0;1.0;293.8358316;0.06376900427327978
270.65;0.0;1.0;293.9061284;0.06427362782185314
270.9;0.0;1.0;293.9921022;0.0651713350934342
271.15;0.0;1.0;294.0937047;0.06598350726369982
271.4;0.0;1.0;294.1910484;0.06681898763551013
271.65;0.0;1.0;294.2833731;0.06768193674582727
271.8675;0.0;1.0;294.3776348;0.06835641386013766
272.05;0.0;1.0;294.481469;0.06878694788875465
272.2033333;0.0;1.0;294.6120467;0.06891148816091344
272.25;0.0;1.0;294.7483778;0.06842075933904265
272.1729167;0.0;1.0;294.850265;0.06744126265346151
272.05;0.0;1.0;294.9228823;0.06637111475244742
271.89375;0.0;1.0;294.9359158;0.06544463453825833
271.75;0.0;1.0;294.9487347;0.0645877407003626
271.78125;0.0;0.359738652;294.9046915;-0.05764433637191552
271.85;0.0;0.0;294.7122385;-0.12512389938965648
271.73875;0.0;0.0;294.4164186;-0.12411375746510447
271.65;0.0;0.0;294.1041791;-0.12289061049668137
271.705;0.0;0.0;293.868519;-0.12129984216010792
271.85;0.0;0.0;293.6141903;-0.11911433595597118
272.05;0.0;0.0;293.372643;-0.11669776944429834
272.25;0.0;0.0;293.1438603;-0.11435106295644391
272.45;0.0;0.01328103;293.0217912;-0.110044370030561
272.65;0.0;0.057847116;292.9160415;-0.09983423768367237
272.9166667;0.0;0.133322137;292.8192502;-0.08338756318521336
273.15;0.0;0.237386656;292.7537521;-0.06181817512128063
273.0908333;0.0;0.359535924;292.7213689;-0.03856666852747001
272.95;0.0;0.489744413;292.7262535;-0.014422313903264483
272.92375;0.0;0.616624137;292.7738811;0.0094775833147253
272.95;0.0;0.727078437;292.8609571;0.030302567662086815
273.0919643;0.0;0.809437507;292.9850787;0.04617636881228217
273.25;0.0;0.852707803;293.1315528;0.054528211445252946
273.297619;0.0;0.850918244;293.2820964;0.05362211433212489
273.35;0.0;0.803762151;293.4223965;0.044108033771388486
273.5266667;0.0;0.715028181;293.5405138;0.027431189879639082
273.85;0.0;0.591968161;293.6263283;0.005158569627970791
274.3;0.0;0.444778938;293.6789267;-0.020861047643128395
274.75;0.0;0.283470993;293.6868227;-0.04934049821910186
275.1542857;0.0;0.122029379;293.6387903;-0.07778965226514464
275.55;0.0;0.0;293.5132651;-0.09831206052207568
275.9482143;0.0;0.0;293.2738827;-0.09482252535070657
276.25;0.0;0.0;293.0749384;-0.09208205485209901
276.33;0.0;0.732465693;293.0191423;0.04896734703650669
276.35;0.0;1.0;293.1417724;0.09965272815636024
276.4283333;0.0;1.0;293.3516982;0.09893252891907058
276.55;0.0;1.0;293.588678;0.09830142603197951
276.8041667;0.0;1.0;293.8366958;0.09833507865724457
277.15;29.3710443;1.0;294.1174006;0.10769331490481433
277.5303571;75.0;1.0;294.469692;0.12183151795565594
277.95;106.8930686;1.0;294.8596287;0.13176885290022602
278.6071429;129.0;1.0;295.2621884;0.13993762204679577
279.15;124.8192204;0.946215491;295.6531976;0.1291847324788962
279.1769231;100.0;0.77570575;295.9712433;0.08732301052776749
279.15;63.77934272;0.513430466;296.1458572;0.024879224583179847
279.2605769;30.0;0.205942597;296.1752255;-0.04392950021563436
279.35;9.137323944;0.0;296.0344426;-0.08851267348780163
279.4;0.0;0.0;295.7685572;-0.08958430314016005
279.45;0.0;0.0;295.4963619;-0.08782094421531038
279.5;0.0;0.0;295.2870296;-0.0864016313770818
279.55;0.0;0.0;295.0748278;-0.08496661390742377
279.65;0.0;0.033161747;294.8687733;-0.07693935180016293
279.75;0.0;0.127832489;294.7339671;-0.05751977916097465
279.509375;0.0;0.0;294.5827386;-0.08249577269304219
279.25;0.0;0.0;294.3844887;-0.08283030733900779
279.278125;0.0;0.0;294.1965915;-0.08164802853377479
279.35;0.0;0.0;294.0224645;-0.08030167176745646
279.45;0.0;0.0;293.9276448;-0.07923543319497717
279.55;0.0;0.0;293.7934233;-0.07795355052190034
