;delta_reaTZon_y
0;-0.15575494650823704
1;-0.17537392405641544
2;-0.19499290160459384
3;-0.2146118791527722
4;-0.2342308567009506
5;-0.107866629725106
6;-0.1274856072732844
7;-0.14710458482146277
8;-0.16672356236964114
9;-0.18634253991781954
10;-0.05997831294197495
11;-0.07959729049015334
12;-0.09921626803833172
13;-0.11883524558651011
14;-0.1384542231346885
15;-0.012089996158843895
16;-0.03170897370702227
17;-0.05132795125520067
18;-0.07094692880337905
19;-0.09056590635155742
20;0.03579832062428716
21;0.01617934307610878
22;-0.003439634472069618
23;-0.023058612020247997
24;-0.04267758956842638
25;-0.095195065768275
26;-0.11481404331645337
27;-0.13443302086463177
28;-0.15405199841281014
29;-0.17367097596098852
30;-0.04730674898514394
31;-0.06692572653332232
32;-0.08654470408150072
33;-0.1061636816296791
34;-0.12578265917785747
35;0.0005815677979871102
36;-0.019037409750191265
37;-0.03865638729836966
38;-0.05827536484654804
39;-0.07789434239472642
40;0.048469884581118165
41;0.02885090703293979
42;0.009231929484761387
43;-0.01038704806341699
44;-0.030006025611595367
45;0.0963582013642492
46;0.07673922381607085
47;0.057120246267892444
48;0.03750126871971406
49;0.017882291171535687
50;-0.03463535204950708
51;-0.05425432959768546
52;-0.07387330714586385
53;-0.09349228469404222
54;-0.11311126224222062
55;0.013252964733623975
56;-0.006366012814554409
57;-0.025984990362732788
58;-0.04560396791091117
59;-0.06522294545908956
60;0.061141281516755026
61;0.041522303968576646
62;0.021903326420398266
63;0.0022843488722198795
64;-0.01733462867595851
65;0.10902959829988608
66;0.08941062075170769
67;0.06979164320352932
68;0.05017266565535093
69;0.030553688107172548
70;0.1569179150830171
71;0.13729893753483874
72;0.11767995998666037
73;0.09806098243848199
74;0.07844200489030359
75;0.02592452869045498
76;0.006305551142276599
77;-0.013313426405901782
78;-0.03293240395408016
79;-0.05255138150225855
80;0.07381284547358603
81;0.05419386792540765
82;0.03457489037722927
83;0.014955912829050889
84;-0.004663064719127492
85;0.12170116225671707
86;0.10208218470853869
87;0.08246320716036033
88;0.06284422961218195
89;0.04322525206400356
90;0.1695894790398481
91;0.14997050149166974
92;0.1303515239434914
93;0.110732546395313
94;0.09111356884713462
95;0.2174777958229792
96;0.1978588182748008
97;0.17823984072662244
98;0.15862086317844407
99;0.13900188563026564
