TDryBul;HDirNor;oveHeaPumY_u;reaTZon_y;delta_reaTZon_y
274.15;0.0;0.0;294.15;
274.15;0.0;0.1869223090259774;294.04054099021;
274.15;0.0;0.3216015241935088;293.97498736540166;-0.0655536248083308
274.15;0.0;0.4159986174706047;293.94099510868153;-0.0339922567201256
274.15;0.0;0.4797907151466377;293.9290588896172;-0.0119362190643528
274.15;0.0;0.5207116350228493;293.9319674049164;0.0029085152992252
274.15;0.0;0.5448657246992019;293.9443405959494;0.0123731910330207
274.15;0.0;0.5570093241427962;293.9622421093805;0.0179015134310702
273.86022727272723;0.0;0.5607977374702887;293.9828590882731;0.0206169788925763
273.1772727272727;0.0;0.5638137800656747;294.00142088592725;0.018561797654172
272.3806818181818;0.0;0.5732041651886524;294.0139924445488;0.0125715586215164
271.75;0.0;0.58946596018761;294.0210112312484;0.007018786699632
271.29521103896104;0.0;0.6084712094961094;294.0255698544294;0.0045586231810261
270.85844155844154;0.0;0.6269797544630515;294.0298649133695;0.0042950589401016
270.4674512987013;0.0;0.6450460290444503;294.0338965874391;0.0040316740695516
270.15;0.0;0.66224196362015;294.03794758133233;0.0040509938932586
269.8954464285714;0.0;0.677765108840601;294.04248544811327;0.0045378667809359
269.6842857142857;0.0;0.6911468622140859;294.0477253803763;0.0052399322630094
269.5309821428571;0.0;0.7023299353141028;294.0536155390557;0.005890158679449
269.45;0.0;0.7110263112772022;294.06024550108407;0.0066299620283416
269.418125;0.0;0.716768974993919;294.0677987676947;0.0075532666106141
269.39666666666665;0.0;0.7195799744301443;294.076150134116;0.0083513664213228
269.376875;0.0;0.7201311854611971;294.0848090933269;0.0086589592109476
269.35;0.0;0.7191053045531672;294.0933384581838;0.0085293648568267
269.30234375;0.0;0.7171827871727421;294.10135552524906;0.0080170670652819
269.2395833333333;0.0;0.7151132234204991;294.10848365185296;0.0071281266039022
269.18203125;0.0;0.7133692775029312;294.1145541670298;0.0060705151768161
269.15;0.0;0.0;294.1196900101411;0.0051358431113044
269.27859375;0.0;0.0;293.9830321329774;-0.1366578771636568
269.58875;0.0;0.0;293.8478259648365;-0.1352061681409395
269.92953125;0.0;0.0;293.7150572431599;-0.132768721676598
270.15;0.0;0.0;293.5848802370326;-0.1301770061272691
270.25875;0.0;0.0;293.456622297768;-0.1282579392646425
270.355;0.0;0.0;293.3296614912205;-0.1269608065474585
270.42375;0.0;0.0;293.20392230636605;-0.1257391848544671
270.45;0.0;0.0;293.07924755119103;-0.1246747551750218
270.45;0.0;0.0;292.9553987997287;-0.1238487514623329
270.45;0.0;0.0;292.83222786635133;-0.1231709333773665
270.45;0.0;0.0;292.7097310413941;-0.1224968249572384
270.45;0.0;0.0;292.58790463549497;-0.121826405899128
270.45;0.0;0.0;292.4667449794836;-0.1211596560113434
270.45;0.0;0.0;292.3462484242709;-0.1204965552126964
270.45;0.0;0.0;292.2264113407391;-0.1198370835318201
270.45;0.0;0.0;292.1072301196322;-0.119181221106885
270.4578125;0.0;0.0;291.98870117144776;-0.118528948184462
270.48749999999995;0.0;0.0;291.87086368375395;-0.117837487693805
270.5484375;0.0;0.0;291.7538335930138;-0.1170300907401724
270.65;0.0;0.0;291.63777751008644;-0.1160560829273436
270.775;0.0;0.0;291.5229124428891;-0.1148650671973428
270.9;0.0;0.0;291.40936014532866;-0.1135522975604317
271.025;0.0;0.0;291.29711343268195;-0.1122467126467086
271.15;0.0;0.0;291.18616515954733;-0.1109482731346247
271.275;0.0;0.0;291.07650821962966;-0.1096569399176701
271.4;0.0;0.0;290.9681355455262;-0.1083726741034638
271.525;0.0;0.0129655945197534;290.8610401085137;-0.1070954370125036
271.65;0.0;1.0;290.75746583927844;-0.1035742692352528
271.76593749999995;0.0;1.0;290.8667359193488;0.1092700800703596
271.86749999999995;0.0;1.0;290.9768154602947;0.1100795409458896
271.9603125;0.0;1.0;291.0875295774591;0.1107141171644343
272.04999999999995;0.0;1.0;291.1987715658844;0.1112419884252062
272.135;0.0;1.0;291.3105034187072;0.1117318528228565
272.2033333333333;0.0;1.0;291.4226678264364;0.1121644077292103
272.245;0.0;1.0;291.5350596895148;0.1123918630784146
272.25;0.0;1.0;291.647350313932;0.1122906244171986
272.22109375;0.0;1.0;291.7590880870816;0.1117377731495707
272.17291666666665;0.0;1.0;291.86985769749464;0.1107696104130582
272.11328125;0.0;1.0;291.97942740081845;0.1095697033238138
272.04999999999995;0.0;1.0;292.0876637888624;0.1082363880439629
271.97734375;0.0;1.0;292.1945307785584;0.106866989695959
271.89374999999995;0.0;1.0;292.2999226079276;0.1053918293691822
271.81328125;0.0;1.0;292.4037157720941;0.1037931641665181
271.75;0.0;1.0;292.50595967373;0.1022439016359157
271.73984375;0.0;1.0;292.60687404977386;0.1009143760438746
271.78125;0.0;1.0;292.7071126913745;0.1002386416006402
271.83203125;0.0;1.0;292.80730620478266;0.1001935134081577
271.85;0.0;1.0;292.907569692732;0.1002634879493484
271.80984375;0.0;1.0;293.0075034649281;0.0999337721960955
271.73875;0.0;1.0;293.10640100408847;0.0988975391603617
271.67328125;0.0;1.0;293.2038924686512;0.0974914645627222
271.65;0.0;1.0;293.3000556188786;0.0961631502274258
271.668125;0.0;1.0;293.3954102309701;0.095354612091512
271.705;0.0;0.9944021425650372;293.4904626869627;0.0950524559925725
271.764375;0.0;0.9712347377947734;293.58424318278315;0.0937804958204537
271.85;0.0;0.936728639524544;293.6732577180984;0.0890145353152433
271.95;0.0;0.8954942782094003;293.75538613513584;0.0821284170374383
272.04999999999995;0.0;0.8511571459666825;293.8293428988425;0.0739567637066898
272.15;0.0;0.8065748172245792;293.894448504553;0.065105605710471
272.25;0.0;0.7636912479575864;293.9506410918583;0.0561925873053041
272.35;0.0;0.7237409854767353;293.9982817434004;0.0476406515420535
272.45;0.0;0.6874209582058907;294.0380024482355;0.0397207048351333
272.54999999999995;0.0;0.6550321608649958;294.070590184956;0.0325877367205293
272.65;0.0;0.6265942220267486;294.0969009825018;0.0263107975457614
272.771875;0.0;0.6019361629242085;294.1177983750954;0.0208973925936106
272.91666666666663;0.0;0.5804033067591949;294.13432411912186;0.0165257440264667
273.053125;0.0;0.561366242881463;294.1473784753733;0.0130543562514162
273.15;0.0;0.5447633628324359;294.1574197166854;0.0100412413121375
273.1590625;0.0;0.5309518562534545;294.164605137878;0.0071854211926165
273.0908333333333;0.0;0.520859934845987;294.1687385210324;0.0041333831543397
273.0021875;0.0;0.5148895288687864;294.169955695398;0.0012171743655926
272.95;0.0;0.5123481599977369;294.1690168403416;-0.0009388550563471
272.93453125;0.0;0.5117760894840502;294.1670389776279;-0.0019778627137156
272.92375;0.0;0.5120551173527055;294.1648032748401;-0.0022357027877433
272.92609374999995;0.0;0.512839527665994;294.16254353717613;-0.0022597376640192
272.95;0.0;0.5137373959269287;294.16049219313254;-0.0020513440435934
273.00792410714286;0.0;0.5143275814007706;294.1588705114831;-0.0016216816494534
273.09196428571425;0.0;0.5141093514205021;294.1579194578227;-0.0009510536604011
273.18002232142857;0.0;0.5128472472814981;294.15769535051123;-0.0002241073114532
273.25;0.0;0.5107320295880187;294.1579980704948;0.0003027199835514
273.28482142857143;0.0;0.5082707453418874;294.1584666247679;0.0004685542731408
273.29761904761904;0.0;0.5061167091954911;294.15869827265215;0.0002316478842203
273.3116071428571;0.0;0.5045449749679397;294.1585607595349;-0.000137513117238
273.35;0.0;0.503386641350971;294.1581978895473;-0.0003628699875548
273.4225;0.0;0.5021463158428088;294.15792716566574;-0.0002707238816128
273.52666666666664;0.0;0.5003046571341284;294.158041499716;0.000114334050238
273.6675;0.0;0.4975228927801652;294.1586924405884;0.0006509408724468
